epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1146.13,1.73932,2.66888,1.52036,0.78153,0.1879,0.19103,0.08585,1.75056,2.45575,1.4905,0.0013163,0.0013163,0.0013163
19,1234.52,1.71403,2.71724,1.4878,0.77725,0.1242,0.11768,0.05985,1.68572,2.39339,1.48052,0.00129568,0.00129568,0.00129568
20,1362.58,1.73271,2.43118,1.48984,0.81144,0.21829,0.22059,0.10442,1.65916,2.35331,1.46352,0.00127505,0.00127505,0.00127505
21,1436.23,1.72565,2.51864,1.48802,0.81992,0.24841,0.25663,0.11128,1.68832,2.36439,1.48911,0.00125442,0.00125442,0.00125442
22,1499.92,1.75182,2.61165,1.46983,0.85234,0.25,0.26334,0.11855,1.65521,2.26574,1.44871,0.00123379,0.00123379,0.00123379
23,1566.84,1.60629,2.42839,1.43767,0.82503,0.27548,0.27014,0.13094,1.60477,2.24602,1.40616,0.00121316,0.00121316,0.00121316
24,1637.31,1.67259,2.25421,1.41015,0.7795,0.26433,0.25644,0.12338,1.59593,2.32866,1.40793,0.00119253,0.00119253,0.00119253
25,1706.68,1.67957,2.36458,1.40336,0.77779,0.23567,0.23283,0.11559,1.59557,2.31869,1.42141,0.0011719,0.0011719,0.0011719
26,1767.35,1.66112,2.50872,1.45624,0.84033,0.24841,0.26511,0.12894,1.59304,2.2642,1.41956,0.00115127,0.00115127,0.00115127
27,1839.94,1.59009,2.12505,1.35569,0.84264,0.25637,0.27872,0.14128,1.58346,2.16717,1.40762,0.00113064,0.00113064,0.00113064
28,1912.85,1.69478,2.40721,1.44628,0.89209,0.25478,0.29936,0.15445,1.5649,2.04656,1.38735,0.00111001,0.00111001,0.00111001
29,1988.76,1.56976,2.18327,1.38498,0.88045,0.25338,0.3058,0.15212,1.53854,1.94921,1.36752,0.00108938,0.00108938,0.00108938
30,2081.55,1.55341,2.12184,1.38079,0.82018,0.23726,0.2664,0.13689,1.49115,1.90276,1.34575,0.00106876,0.00106876,0.00106876
31,2150.93,1.52666,2.15364,1.34261,0.9032,0.2293,0.27085,0.14441,1.4701,1.85844,1.33114,0.00104813,0.00104813,0.00104813
32,2225.17,1.51396,2.08632,1.37714,0.40153,0.32687,0.31793,0.16923,1.47458,1.82807,1.34454,0.0010275,0.0010275,0.0010275
33,2299.47,1.54405,1.91793,1.38287,0.35436,0.34525,0.28593,0.14769,1.51178,1.85564,1.36338,0.00100687,0.00100687,0.00100687
34,2375.65,1.54572,2.08093,1.36202,0.35113,0.32846,0.32732,0.1717,1.5177,1.83201,1.36523,0.000986239,0.000986239,0.000986239
35,2477.97,1.53172,1.9074,1.34511,0.35395,0.20107,0.20598,0.11139,1.51763,1.80758,1.34745,0.00096561,0.00096561,0.00096561
36,2664.15,1.52529,2.01716,1.33775,0.17765,0.07962,0.07915,0.04127,1.49816,1.78425,1.33579,0.000944981,0.000944981,0.000944981
37,3631.03,1.45387,1.9154,1.33811,0.88693,0.14013,0.16673,0.08853,1.5011,1.74294,1.33882,0.000924352,0.000924352,0.000924352
38,4344.6,1.51364,2.02298,1.38335,0.70829,0.09554,0.1333,0.07028,1.4596,1.71885,1.31431,0.000903722,0.000903722,0.000903722
39,4579.76,1.51695,1.78646,1.32009,0.88407,0.09873,0.10996,0.06119,1.4296,1.68378,1.30142,0.000883093,0.000883093,0.000883093
40,4792.49,1.50593,1.84916,1.2926,0.74634,0.0621,0.06305,0.03473,1.40486,1.69288,1.29091,0.000862464,0.000862464,0.000862464
41,4998.32,1.44984,1.84517,1.31575,0.76607,0.07962,0.09962,0.05748,1.40045,1.74093,1.28764,0.000841835,0.000841835,0.000841835
42,5145.29,1.48873,1.90593,1.33544,0.86834,0.12102,0.14514,0.08225,1.43509,1.69242,1.30277,0.000821206,0.000821206,0.000821206
43,5318.78,1.47098,1.94726,1.30697,0.8611,0.07962,0.09266,0.04757,1.42509,1.5834,1.2852,0.000800577,0.000800577,0.000800577
44,5416,1.49705,1.84791,1.32444,0.38154,0.20603,0.21737,0.12406,1.40693,1.52649,1.26916,0.000779948,0.000779948,0.000779948
45,5533.77,1.44261,1.66931,1.26059,0.53873,0.08324,0.07428,0.04051,1.39664,1.508,1.26107,0.000759318,0.000759318,0.000759318
46,5695.12,1.52643,1.84274,1.32668,0.55695,0.11031,0.10664,0.05858,1.39596,1.49857,1.25992,0.000738689,0.000738689,0.000738689
47,5858.97,1.46298,1.70207,1.26913,0.70452,0.1601,0.16326,0.09094,1.3871,1.49822,1.25417,0.00071806,0.00071806,0.00071806
48,6053.38,1.40972,1.59835,1.23594,0.7876,0.2513,0.26792,0.14938,1.40902,1.49771,1.26551,0.000697431,0.000697431,0.000697431
49,6263.95,1.42104,1.63157,1.23004,0.4674,0.1542,0.1363,0.07872,1.39431,1.45934,1.24753,0.000676802,0.000676802,0.000676802
50,6525.81,1.39186,1.66793,1.25512,0.56829,0.09916,0.0908,0.0505,1.35702,1.42817,1.21623,0.000656173,0.000656173,0.000656173
51,6699.32,1.42822,1.66299,1.23016,0.56817,0.22774,0.23407,0.14344,1.37085,1.44194,1.21505,0.000635544,0.000635544,0.000635544
52,6889.59,1.36172,1.47962,1.20552,0.82318,0.09109,0.10004,0.06017,1.33667,1.39962,1.20177,0.000614915,0.000614915,0.000614915
53,8267.31,1.3951,1.73141,1.22868,0.54696,0.08324,0.08978,0.04992,1.33446,1.36583,1.20231,0.000594286,0.000594286,0.000594286
54,8456.62,1.39761,1.62613,1.23545,0.56296,0.13506,0.13626,0.07461,1.32735,1.3631,1.20471,0.000573656,0.000573656,0.000573656
55,8607.27,1.37321,1.57771,1.2398,0.91714,0.09598,0.10432,0.05618,1.32671,1.40542,1.20934,0.000553027,0.000553027,0.000553027
56,11545.7,1.40562,1.71318,1.29201,0.68937,0.10235,0.10824,0.05214,1.35923,1.45566,1.23442,0.000532398,0.000532398,0.000532398
57,11668.1,1.39856,1.72517,1.28789,0.88609,0.14428,0.16521,0.08526,1.33352,1.39831,1.21802,0.000511769,0.000511769,0.000511769
58,11771.3,1.3767,1.53969,1.27226,0.71713,0.20947,0.2305,0.13266,1.3003,1.33646,1.19586,0.00049114,0.00049114,0.00049114
59,11884.7,1.36538,1.5464,1.23468,0.76867,0.15735,0.15845,0.0862,1.27238,1.27566,1.17957,0.000470511,0.000470511,0.000470511
60,11982.2,1.38223,1.61465,1.26993,0.62976,0.12464,0.13071,0.0745,1.28555,1.27281,1.18653,0.000449882,0.000449882,0.000449882
61,12115.8,1.40715,1.47852,1.2311,0.94094,0.20655,0.21383,0.11314,1.29157,1.27841,1.19294,0.000429253,0.000429253,0.000429253
62,12216.5,1.28995,1.40598,1.19983,0.91284,0.30631,0.3356,0.18474,1.27673,1.30556,1.18662,0.000408623,0.000408623,0.000408623
63,12501.5,1.32398,1.31503,1.1824,0.92955,0.17921,0.20068,0.12061,1.28282,1.29785,1.18438,0.000387994,0.000387994,0.000387994
64,12672.7,1.34544,1.43149,1.22799,0.84037,0.1326,0.13774,0.0805,1.27226,1.26997,1.17675,0.000367365,0.000367365,0.000367365
65,12886.5,1.25145,1.33262,1.1647,0.91209,0.17805,0.18347,0.10994,1.25427,1.2256,1.16575,0.000346736,0.000346736,0.000346736
66,13597.9,1.33268,1.48678,1.20823,0.86764,0.08324,0.09074,0.05675,1.24619,1.18787,1.16424,0.000326107,0.000326107,0.000326107
67,13899.3,1.32663,1.39386,1.181,0.9249,0.25231,0.29037,0.18472,1.23544,1.17385,1.15957,0.000305478,0.000305478,0.000305478
68,14043,1.27229,1.32197,1.17022,0.91271,0.14534,0.16832,0.09744,1.23448,1.16092,1.15684,0.000284849,0.000284849,0.000284849
69,14299.7,1.24295,1.35207,1.16361,0.88053,0.08793,0.09577,0.05629,1.23383,1.1391,1.15508,0.00026422,0.00026422,0.00026422
70,14714.7,1.2549,1.39255,1.16938,0.66045,0.08483,0.09081,0.05246,1.23716,1.12193,1.15502,0.00024359,0.00024359,0.00024359
71,15193.3,1.27141,1.5177,1.19816,0.8276,0.13464,0.14382,0.08148,1.25699,1.13775,1.16319,0.000222961,0.000222961,0.000222961
72,15641.9,1.2256,1.40093,1.17375,0.82392,0.16678,0.17656,0.09811,1.29006,1.17071,1.17942,0.000202332,0.000202332,0.000202332
73,16113.2,1.27672,1.47715,1.2003,0.6396,0.08324,0.09022,0.05034,1.29393,1.17919,1.18342,0.000181703,0.000181703,0.000181703
74,17015.1,1.26236,1.44224,1.20193,0.77961,0.14593,0.15358,0.0857,1.27887,1.18167,1.17687,0.000161074,0.000161074,0.000161074
75,17842.2,1.24714,1.41975,1.17183,0.67742,0.11508,0.12173,0.07051,1.24709,1.17522,1.16168,0.000140445,0.000140445,0.000140445
76,18647.5,1.23252,1.34586,1.1797,0.68125,0.09916,0.10564,0.06086,1.24066,1.1651,1.1578,0.000119816,0.000119816,0.000119816
77,19273.5,1.28302,1.39176,1.21272,0.65765,0.10553,0.11128,0.06487,1.23326,1.14871,1.15398,9.91865e-05,9.91865e-05,9.91865e-05
78,19700.1,1.21945,1.4194,1.17987,0.78973,0.13984,0.14735,0.08466,1.22419,1.14255,1.14924,7.85574e-05,7.85574e-05,7.85574e-05
79,20716.7,1.21897,1.4478,1.16303,0.65432,0.10712,0.11337,0.06708,1.21764,1.13235,1.1454,5.79283e-05,5.79283e-05,5.79283e-05
80,21826.5,1.2429,1.40228,1.17168,0.67175,0.08324,0.09135,0.05172,1.2169,1.12918,1.14605,3.72991e-05,3.72991e-05,3.72991e-05
