epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1191.22,1.51974,2.22906,1.31048,0.91135,0.23738,0.29195,0.15566,1.47016,2.03083,1.30398,0.000808828,0.000808828,0.000808828
28,1258.21,1.49883,2.08327,1.27121,0.9149,0.28964,0.3388,0.18927,1.44276,1.99083,1.29231,0.000775822,0.000775822,0.000775822
29,1316.98,1.52934,1.95653,1.26877,0.90213,0.32508,0.36333,0.19978,1.43237,2.01718,1.2934,0.000742815,0.000742815,0.000742815
30,1382.53,1.44058,1.93583,1.26102,0.91332,0.28713,0.33082,0.18603,1.42799,1.96632,1.29267,0.000709809,0.000709809,0.000709809
31,1656.34,1.47618,1.903,1.28251,0.87434,0.20627,0.23121,0.1272,1.47433,1.97928,1.31796,0.000676802,0.000676802,0.000676802
32,1730.52,1.475,1.88671,1.28864,0.8638,0.18152,0.19854,0.10768,1.47077,1.95892,1.31569,0.000643795,0.000643795,0.000643795
33,1890.86,1.43058,1.94682,1.24646,0.90931,0.16502,0.17938,0.107,1.4099,1.90316,1.28103,0.000610789,0.000610789,0.000610789
34,1975.89,1.4214,1.86982,1.25976,0.92362,0.18977,0.21577,0.12828,1.3928,1.83222,1.26578,0.000577782,0.000577782,0.000577782
35,2069.96,1.38182,1.87955,1.25912,0.95073,0.15017,0.16739,0.09891,1.39754,1.7691,1.26492,0.000544776,0.000544776,0.000544776
36,2154.13,1.38983,1.80937,1.26338,0.91785,0.18152,0.20215,0.11874,1.40074,1.72304,1.25908,0.000511769,0.000511769,0.000511769
37,2246.75,1.42028,1.8779,1.2792,0.92861,0.14686,0.1887,0.10873,1.36635,1.6786,1.23439,0.000478762,0.000478762,0.000478762
38,2406.62,1.38054,1.7467,1.21979,0.92752,0.11386,0.12276,0.07843,1.33535,1.64761,1.21713,0.000445756,0.000445756,0.000445756
39,2567.75,1.43683,1.85804,1.2352,0.90032,0.16007,0.20082,0.12167,1.3261,1.62588,1.21384,0.000412749,0.000412749,0.000412749
40,2673.73,1.44296,1.87041,1.23313,0.88827,0.17987,0.20587,0.12473,1.34105,1.62,1.22092,0.000379743,0.000379743,0.000379743
41,2877.98,1.40798,1.99154,1.27702,0.9521,0.08581,0.10394,0.06086,1.35949,1.64119,1.22869,0.000346736,0.000346736,0.000346736
42,3037.44,1.41163,2.17012,1.27037,0.93017,0.06271,0.07802,0.04571,1.35941,1.64686,1.22757,0.000313729,0.000313729,0.000313729
43,3209.82,1.39019,2.12084,1.26379,0.96908,0.10066,0.11619,0.06895,1.3304,1.64212,1.20967,0.000280723,0.000280723,0.000280723
44,3303.89,1.3586,1.98307,1.23266,0.859,0.15677,0.18155,0.10714,1.31487,1.64678,1.19997,0.000247716,0.000247716,0.000247716
45,3401.38,1.3444,2.06433,1.2339,0.89979,0.17492,0.20112,0.12213,1.29585,1.6332,1.18943,0.00021471,0.00021471,0.00021471
46,3489.1,1.32964,2.04842,1.2028,0.96926,0.18977,0.22301,0.13413,1.28746,1.61131,1.18398,0.000181703,0.000181703,0.000181703
47,3569.63,1.25011,1.88127,1.20423,0.96133,0.23432,0.28547,0.17693,1.28303,1.5899,1.18116,0.000148696,0.000148696,0.000148696
48,3676.84,1.27317,1.85689,1.19377,0.96093,0.23102,0.27533,0.17099,1.27783,1.56434,1.17944,0.00011569,0.00011569,0.00011569
49,3763.29,1.31628,1.8199,1.23879,0.96477,0.21769,0.26845,0.16752,1.27578,1.55093,1.17697,8.26832e-05,8.26832e-05,8.26832e-05
50,3861.35,1.29528,1.86848,1.17807,0.95614,0.20957,0.26225,0.15958,1.27541,1.54434,1.17695,4.96766e-05,4.96766e-05,4.96766e-05
