epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,275.661,1.74382,2.91687,1.44117,0.49653,0.44545,0.51614,0.2488,1.67937,3.20413,1.54994,0.001208,0.001208,0.001208
22,296.648,1.79369,3.05119,1.51083,0.50353,0.54545,0.5574,0.29439,1.64871,3.1745,1.48398,0.0011684,0.0011684,0.0011684
23,309.043,1.84817,2.93085,1.48135,0.50353,0.54545,0.5574,0.29439,1.64871,3.1745,1.48398,0.0011288,0.0011288,0.0011288
24,328.749,1.7194,2.61792,1.46625,0.68233,0.48182,0.62241,0.35105,1.47536,2.79025,1.33677,0.0010892,0.0010892,0.0010892
25,338.575,1.64284,2.64625,1.38696,0.68233,0.48182,0.62241,0.35105,1.47536,2.79025,1.33677,0.0010496,0.0010496,0.0010496
26,355.05,1.71746,2.76138,1.41181,0.70483,0.65126,0.69291,0.38393,1.42298,2.57978,1.28784,0.00101,0.00101,0.00101
27,365.132,1.49959,2.69631,1.30963,0.70483,0.65126,0.69291,0.38393,1.42298,2.57978,1.28784,0.0009704,0.0009704,0.0009704
28,377.538,1.58759,2.62013,1.31499,0.70483,0.65126,0.69291,0.38393,1.42298,2.57978,1.28784,0.0009308,0.0009308,0.0009308
29,398.52,1.64571,2.45249,1.32229,0.71582,0.56364,0.57442,0.32213,1.41537,2.434,1.27792,0.0008912,0.0008912,0.0008912
30,412.681,1.60031,2.34132,1.31504,0.73784,0.66525,0.73434,0.40467,1.41537,2.434,1.27792,0.0008516,0.0008516,0.0008516
31,432.054,1.54798,2.54551,1.31515,0.72417,0.5967,0.5985,0.35947,1.37889,2.27713,1.25069,0.000812,0.000812,0.000812
32,446.026,1.56731,2.3497,1.31815,0.7784,0.73636,0.79675,0.45924,1.37889,2.27713,1.25069,0.0007724,0.0007724,0.0007724
33,468.406,1.55153,2.03505,1.25271,0.80898,0.54545,0.60125,0.3556,1.36814,2.15526,1.22898,0.0007328,0.0007328,0.0007328
34,484.884,1.46551,2.14331,1.27356,0.8188,0.76364,0.83627,0.47908,1.36814,2.15526,1.22898,0.0006932,0.0006932,0.0006932
35,497.541,1.46924,2.57234,1.28858,0.8188,0.76364,0.83627,0.47908,1.36814,2.15526,1.22898,0.0006536,0.0006536,0.0006536
36,524.912,1.49559,2.16476,1.23157,0.82534,0.52727,0.55949,0.34514,1.36703,2.16616,1.22068,0.000614,0.000614,0.000614
37,544.418,1.57171,2.03975,1.21712,0.80593,0.7928,0.84696,0.49737,1.36703,2.16616,1.22068,0.0005744,0.0005744,0.0005744
38,567.343,1.54612,2.3072,1.30127,0.77924,0.67273,0.71478,0.45175,1.29291,2.16187,1.19099,0.0005348,0.0005348,0.0005348
39,582.803,1.45264,2.06513,1.24797,0.81371,0.76364,0.8397,0.52472,1.29291,2.16187,1.19099,0.0004952,0.0004952,0.0004952
40,606.637,1.4774,2.13201,1.27681,0.83473,0.55103,0.58899,0.37995,1.25393,2.10024,1.17426,0.0004556,0.0004556,0.0004556
41,625.384,1.54396,2.53962,1.35885,0.83686,0.83942,0.87493,0.53259,1.25393,2.10024,1.17426,0.000416,0.000416,0.000416
42,646.118,1.52848,3.14747,1.27733,0.86864,0.53636,0.56382,0.36249,1.25505,2.08877,1.17867,0.0003764,0.0003764,0.0003764
43,663.404,1.44178,2.76346,1.24987,0.83235,0.85758,0.89007,0.5438,1.25505,2.08877,1.17867,0.0003368,0.0003368,0.0003368
44,675.286,1.4398,2.37325,1.29815,0.83235,0.85758,0.89007,0.5438,1.25505,2.08877,1.17867,0.0002972,0.0002972,0.0002972
45,695.753,1.41168,2.53598,1.20378,0.86259,0.62774,0.64403,0.43164,1.23396,2.01665,1.17454,0.0002576,0.0002576,0.0002576
46,715.069,1.37337,2.44355,1.21621,0.85612,0.86553,0.90769,0.5732,1.23396,2.01665,1.17454,0.000218,0.000218,0.000218
47,736.225,1.38407,2.3525,1.23893,0.95326,0.48182,0.50291,0.346,1.2162,1.97114,1.16466,0.0001784,0.0001784,0.0001784
48,755.176,1.35773,2.42983,1.25158,0.90598,0.85455,0.90823,0.58714,1.2162,1.97114,1.16466,0.0001388,0.0001388,0.0001388
49,775.772,1.41359,2.49198,1.23021,0.91728,0.60491,0.62036,0.43081,1.20713,1.92274,1.16258,9.92e-05,9.92e-05,9.92e-05
50,790.868,1.39325,2.44115,1.21779,0.90864,0.84545,0.90971,0.59553,1.20713,1.92274,1.16258,5.96e-05,5.96e-05,5.96e-05
