epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,188.051,1.7515,2.8873,1.45738,0.47999,0.5,0.51055,0.23272,1.68307,3.64118,1.47442,0.0012476,0.0012476,0.0012476
21,196.478,1.79303,2.76802,1.46871,0.47999,0.5,0.51055,0.23272,1.68307,3.64118,1.47442,0.001208,0.001208,0.001208
22,208.914,1.78349,2.93817,1.47605,0.59086,0.56455,0.55297,0.2549,1.6995,2.90637,1.42158,0.0011684,0.0011684,0.0011684
23,217.866,1.83239,2.89752,1.3807,0.59086,0.56455,0.55297,0.2549,1.6995,2.90637,1.42158,0.0011288,0.0011288,0.0011288
24,230.565,1.66884,2.76833,1.38746,0.60278,0.60909,0.62921,0.31355,1.55836,2.64941,1.27864,0.0010892,0.0010892,0.0010892
25,239.446,1.7081,2.54498,1.33488,0.60278,0.60909,0.62921,0.31355,1.55836,2.64941,1.27864,0.0010496,0.0010496,0.0010496
26,252.737,1.72465,2.72911,1.40071,0.66344,0.65455,0.70956,0.37505,1.5162,2.41205,1.25288,0.00101,0.00101,0.00101
27,261.403,1.62304,2.70111,1.2938,0.66344,0.65455,0.70956,0.37505,1.5162,2.41205,1.25288,0.0009704,0.0009704,0.0009704
28,269.434,1.63101,2.60577,1.30168,0.66344,0.65455,0.70956,0.37505,1.5162,2.41205,1.25288,0.0009308,0.0009308,0.0009308
29,282.944,1.67737,2.38272,1.28267,0.76834,0.62727,0.755,0.40774,1.54331,2.40875,1.27407,0.0008912,0.0008912,0.0008912
30,292.016,1.64554,2.39197,1.30133,0.76834,0.62727,0.755,0.40774,1.54331,2.40875,1.27407,0.0008516,0.0008516,0.0008516
31,305.623,1.60594,2.71435,1.31744,0.8136,0.59521,0.75046,0.41468,1.51666,2.48075,1.27908,0.000812,0.000812,0.000812
32,314.492,1.55841,2.33017,1.29665,0.8136,0.59521,0.75046,0.41468,1.51666,2.48075,1.27908,0.0007724,0.0007724,0.0007724
33,328.102,1.49624,2.14038,1.2239,0.79121,0.65457,0.79307,0.44418,1.51709,2.443,1.27585,0.0007328,0.0007328,0.0007328
34,336.413,1.49271,2.18041,1.27961,0.79121,0.65457,0.79307,0.44418,1.51709,2.443,1.27585,0.0006932,0.0006932,0.0006932
35,344.749,1.50895,2.65106,1.3216,0.79121,0.65457,0.79307,0.44418,1.51709,2.443,1.27585,0.0006536,0.0006536,0.0006536
36,357.737,1.49451,2.28129,1.25883,0.80454,0.73636,0.82384,0.4459,1.52242,2.28784,1.27217,0.000614,0.000614,0.000614
37,367.61,1.54425,2.16675,1.22941,0.80454,0.73636,0.82384,0.4459,1.52242,2.28784,1.27217,0.0005744,0.0005744,0.0005744
38,380.265,1.55325,2.3258,1.31632,0.84835,0.81373,0.88244,0.47305,1.50432,2.17705,1.26154,0.0005348,0.0005348,0.0005348
39,389.339,1.49681,2.12083,1.26474,0.84835,0.81373,0.88244,0.47305,1.50432,2.17705,1.26154,0.0004952,0.0004952,0.0004952
40,401.315,1.47045,2.05544,1.22046,0.88305,0.89235,0.92704,0.5102,1.44488,2.03111,1.22387,0.0004556,0.0004556,0.0004556
41,410.397,1.49182,2.54645,1.26858,0.88305,0.89235,0.92704,0.5102,1.44488,2.03111,1.22387,0.000416,0.000416,0.000416
42,424.414,1.54332,3.03912,1.29825,0.92253,0.85455,0.93262,0.51372,1.42973,2.05082,1.21757,0.0003764,0.0003764,0.0003764
43,432.28,1.40889,2.73151,1.21681,0.92253,0.85455,0.93262,0.51372,1.42973,2.05082,1.21757,0.0003368,0.0003368,0.0003368
44,440.023,1.47359,2.32219,1.26033,0.92253,0.85455,0.93262,0.51372,1.42973,2.05082,1.21757,0.0002972,0.0002972,0.0002972
45,454.509,1.34738,2.57466,1.18792,0.91203,0.86364,0.94416,0.51635,1.41374,2.02179,1.20812,0.0002576,0.0002576,0.0002576
46,464.728,1.40288,2.34606,1.19396,0.91203,0.86364,0.94416,0.51635,1.41374,2.02179,1.20812,0.000218,0.000218,0.000218
47,478.53,1.35447,2.27216,1.21103,0.88829,0.89091,0.94744,0.51788,1.41072,1.97631,1.20935,0.0001784,0.0001784,0.0001784
48,488.738,1.5164,2.42544,1.29845,0.88829,0.89091,0.94744,0.51788,1.41072,1.97631,1.20935,0.0001388,0.0001388,0.0001388
49,501.14,1.48297,2.41097,1.22896,0.92152,0.89091,0.95278,0.52298,1.40803,1.93204,1.20587,9.92e-05,9.92e-05,9.92e-05
50,509.074,1.44316,2.45488,1.232,0.92152,0.89091,0.95278,0.52298,1.40803,1.93204,1.20587,5.96e-05,5.96e-05,5.96e-05
